Model,MSO2024B
Firmware Version,1.56

Point Format,Y
Horizontal Units,Hz
Horizontal Scale,130200
Sample Interval,260.4
Filter Frequency,2e+08
Record Length,5000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,NONE
Vertical Offset,0
Vertical Scale,20
Label,
TIME,MATH
1.0171e+06,-64.0812
1.0174e+06,-64.0812
1.0176e+06,-64.0812
1.0179e+06,-64.0812
1.0182e+06,-64.0812
1.0184e+06,-64.0812
1.0187e+06,-64.0812
1.0189e+06,-64.0812
1.0192e+06,-64.0812
1.0195e+06,-62.5781
1.0197e+06,-61.0719
1.0200e+06,-62.5781
1.0202e+06,-64.0812
1.0205e+06,-64.0812
1.0208e+06,-64.0812
1.0210e+06,-62.5781
1.0213e+06,-61.0719
1.0215e+06,-62.5781
1.0218e+06,-64.0812
1.0221e+06,-64.0812
1.0223e+06,-64.0812
1.0226e+06,-64.0812
1.0229e+06,-64.0812
1.0231e+06,-64.0812
1.0234e+06,-64.0812
1.0236e+06,-64.0812
1.0239e+06,-64.0812
1.0242e+06,-64.0812
1.0244e+06,-64.0812
1.0247e+06,-64.0812
1.0249e+06,-64.0812
1.0252e+06,-64.0812
1.0255e+06,-64.0812
1.0257e+06,-64.0812
1.0260e+06,-64.0812
1.0262e+06,-64.0812
1.0265e+06,-64.0812
1.0268e+06,-64.0812
1.0270e+06,-64.0812
1.0273e+06,-64.0812
1.0275e+06,-64.0812
1.0278e+06,-64.0812
1.0281e+06,-64.0812
1.0283e+06,-64.0812
1.0286e+06,-64.0812
1.0288e+06,-64.0812
1.0291e+06,-64.0812
1.0294e+06,-64.0812
1.0296e+06,-64.0812
1.0299e+06,-64.0812
1.0301e+06,-64.0812
1.0304e+06,-64.0812
1.0307e+06,-64.0812
1.0309e+06,-62.5781
1.0312e+06,-61.0719
1.0314e+06,-62.5781
1.0317e+06,-64.0812
1.0320e+06,-64.0812
1.0322e+06,-64.0812
1.0325e+06,-64.0812
1.0327e+06,-64.0812
1.0330e+06,-64.0812
1.0333e+06,-64.0812
1.0335e+06,-64.0812
1.0338e+06,-64.0812
1.0340e+06,-62.5781
1.0343e+06,-61.0719
1.0346e+06,-62.5781
1.0348e+06,-64.0812
1.0351e+06,-62.5781
1.0354e+06,-61.0719
1.0356e+06,-62.5781
1.0359e+06,-64.0812
1.0361e+06,-64.0812
1.0364e+06,-64.0812
1.0367e+06,-64.0812
1.0369e+06,-64.0812
1.0372e+06,-62.5781
1.0374e+06,-61.0719
1.0377e+06,-62.5781
1.0380e+06,-64.0812
1.0382e+06,-64.0812
1.0385e+06,-64.0812
1.0387e+06,-62.5781
1.0390e+06,-61.0719
1.0393e+06,-62.5781
1.0395e+06,-64.0812
1.0398e+06,-64.0812
1.0400e+06,-64.0812
1.0403e+06,-62.5781
1.0406e+06,-61.0719
1.0408e+06,-62.5781
1.0411e+06,-64.0812
1.0413e+06,-64.0812
1.0416e+06,-64.0812
1.0419e+06,-62.5781
1.0421e+06,-61.0719
1.0424e+06,-62.5781
1.0426e+06,-64.0812
1.0429e+06,-64.0812
1.0432e+06,-64.0812
1.0434e+06,-64.0812
1.0437e+06,-64.0812
1.0439e+06,-64.0812
1.0442e+06,-64.0812
1.0445e+06,-64.0812
1.0447e+06,-64.0812
1.0450e+06,-62.5781
1.0452e+06,-61.0719
1.0455e+06,-61.0719
1.0458e+06,-61.0719
1.0460e+06,-61.0719
1.0463e+06,-61.0719
1.0465e+06,-61.0719
1.0468e+06,-61.0719
1.0471e+06,-61.0719
1.0473e+06,-61.0719
1.0476e+06,-62.5781
1.0478e+06,-64.0812
1.0481e+06,-64.0812
1.0484e+06,-64.0812
1.0486e+06,-62.5781
1.0489e+06,-61.0719
1.0492e+06,-59.5688
1.0494e+06,-58.0625
1.0497e+06,-61.0719
1.0499e+06,-64.0812
1.0502e+06,-64.0812
1.0505e+06,-64.0812
1.0507e+06,-64.0812
1.0510e+06,-64.0812
1.0512e+06,-64.0812
1.0515e+06,-64.0812
1.0518e+06,-62.5781
1.0520e+06,-61.0719
1.0523e+06,-62.5781
1.0525e+06,-64.0812
1.0528e+06,-64.0812
1.0531e+06,-64.0812
1.0533e+06,-62.5781
1.0536e+06,-61.0719
1.0538e+06,-62.5781
1.0541e+06,-64.0812
1.0544e+06,-62.5781
1.0546e+06,-61.0719
1.0549e+06,-62.5781
1.0551e+06,-64.0812
1.0554e+06,-64.0812
1.0557e+06,-64.0812
1.0559e+06,-64.0812
1.0562e+06,-64.0812
1.0564e+06,-64.0812
1.0567e+06,-64.0812
1.0570e+06,-64.0812
1.0572e+06,-64.0812
1.0575e+06,-62.5781
1.0577e+06,-61.0719
1.0580e+06,-61.0719
1.0583e+06,-61.0719
1.0585e+06,-62.5781
1.0588e+06,-64.0812
1.0590e+06,-64.0812
1.0593e+06,-64.0812
1.0596e+06,-62.5781
1.0598e+06,-61.0719
1.0601e+06,-61.0719
1.0603e+06,-61.0719
1.0606e+06,-62.5781
1.0609e+06,-64.0812
1.0611e+06,-64.0812
1.0614e+06,-64.0812
1.0617e+06,-64.0812
1.0619e+06,-64.0812
1.0622e+06,-64.0812
1.0624e+06,-64.0812
1.0627e+06,-60.5875
1.0630e+06,-57.0938
1.0632e+06,-60.5875
1.0635e+06,-64.0812
1.0637e+06,-62.5781
1.0640e+06,-61.0719
1.0643e+06,-62.5781
1.0645e+06,-64.0812
1.0648e+06,-64.0812
1.0650e+06,-64.0812
1.0653e+06,-64.0812
1.0656e+06,-64.0812
1.0658e+06,-64.0812
1.0661e+06,-64.0812
1.0663e+06,-64.0812
1.0666e+06,-64.0812
1.0669e+06,-62.5781
1.0671e+06,-61.0719
1.0674e+06,-62.5781
1.0676e+06,-64.0812
1.0679e+06,-62.5781
1.0682e+06,-61.0719
1.0684e+06,-62.5781
1.0687e+06,-64.0812
1.0689e+06,-64.0812
1.0692e+06,-64.0812
1.0695e+06,-62.5781
1.0697e+06,-61.0719
1.0700e+06,-62.5781
1.0702e+06,-64.0812
1.0705e+06,-64.0812
1.0708e+06,-64.0812
1.0710e+06,-64.0812
1.0713e+06,-64.0812
1.0715e+06,-64.0812
1.0718e+06,-64.0812
1.0721e+06,-64.0812
1.0723e+06,-64.0812
1.0726e+06,-62.5781
1.0728e+06,-61.0719
1.0731e+06,-62.5781
1.0734e+06,-64.0812
1.0736e+06,-60.5875
1.0739e+06,-57.0938
1.0742e+06,-60.5875
1.0744e+06,-64.0812
1.0747e+06,-64.0812
1.0749e+06,-64.0812
1.0752e+06,-64.0812
1.0755e+06,-64.0812
1.0757e+06,-64.0812
1.0760e+06,-64.0812
1.0762e+06,-60.5875
1.0765e+06,-57.0938
1.0768e+06,-60.5875
1.0770e+06,-64.0812
1.0773e+06,-64.0812
1.0775e+06,-64.0812
1.0778e+06,-64.0812
1.0781e+06,-64.0812
1.0783e+06,-64.0812
1.0786e+06,-64.0812
1.0788e+06,-64.0812
1.0791e+06,-64.0812
1.0794e+06,-64.0812
1.0796e+06,-64.0812
1.0799e+06,-64.0812
1.0801e+06,-64.0812
1.0804e+06,-64.0812
1.0807e+06,-64.0812
1.0809e+06,-62.5781
1.0812e+06,-61.0719
1.0814e+06,-62.5781
1.0817e+06,-64.0812
1.0820e+06,-64.0812
1.0822e+06,-64.0812
1.0825e+06,-64.0812
1.0827e+06,-64.0812
1.0830e+06,-59.0812
1.0833e+06,-54.0812
1.0835e+06,-57.5781
1.0838e+06,-61.0719
1.0840e+06,-61.0719
1.0843e+06,-61.0719
1.0846e+06,-62.5781
1.0848e+06,-64.0812
1.0851e+06,-60.5875
1.0853e+06,-57.0938
1.0856e+06,-60.5875
1.0859e+06,-64.0812
1.0861e+06,-64.0812
1.0864e+06,-64.0812
1.0866e+06,-62.5781
1.0869e+06,-61.0719
1.0872e+06,-62.5781
1.0874e+06,-64.0812
1.0877e+06,-60.5875
1.0880e+06,-57.0938
1.0882e+06,-60.5875
1.0885e+06,-64.0812
1.0887e+06,-62.5781
1.0890e+06,-61.0719
1.0893e+06,-62.5781
1.0895e+06,-64.0812
1.0898e+06,-64.0812
1.0900e+06,-64.0812
1.0903e+06,-64.0812
1.0906e+06,-64.0812
1.0908e+06,-64.0812
1.0911e+06,-64.0812
1.0913e+06,-64.0812
1.0916e+06,-64.0812
1.0919e+06,-64.0812
1.0921e+06,-64.0812
1.0924e+06,-64.0812
1.0926e+06,-64.0812
1.0929e+06,-62.5781
1.0932e+06,-61.0719
1.0934e+06,-62.5781
1.0937e+06,-64.0812
1.0939e+06,-62.5781
1.0942e+06,-61.0719
1.0945e+06,-62.5781
1.0947e+06,-64.0812
1.0950e+06,-64.0812
1.0952e+06,-64.0812
1.0955e+06,-62.5781
1.0958e+06,-61.0719
1.0960e+06,-62.5781
1.0963e+06,-64.0812
1.0965e+06,-64.0812
1.0968e+06,-64.0812
1.0971e+06,-62.5781
1.0973e+06,-61.0719
1.0976e+06,-62.5781
1.0978e+06,-64.0812
1.0981e+06,-64.0812
1.0984e+06,-64.0812
1.0986e+06,-64.0812
1.0989e+06,-64.0812
1.0991e+06,-62.5781
1.0994e+06,-61.0719
1.0997e+06,-61.0719
1.0999e+06,-61.0719
1.1002e+06,-62.5781
1.1005e+06,-64.0812
1.1007e+06,-64.0812
1.1010e+06,-64.0812
1.1012e+06,-64.0812
1.1015e+06,-64.0812
1.1018e+06,-61.0719
1.1020e+06,-58.0625
1.1023e+06,-59.5688
1.1025e+06,-61.0719
1.1028e+06,-62.5781
1.1031e+06,-64.0812
1.1033e+06,-64.0812
1.1036e+06,-64.0812
1.1038e+06,-64.0812
1.1041e+06,-64.0812
1.1044e+06,-64.0812
1.1046e+06,-64.0812
1.1049e+06,-62.5781
1.1051e+06,-61.0719
1.1054e+06,-62.5781
1.1057e+06,-64.0812
1.1059e+06,-64.0812
1.1062e+06,-64.0812
1.1064e+06,-64.0812
1.1067e+06,-64.0812
1.1070e+06,-64.0812
1.1072e+06,-64.0812
1.1075e+06,-64.0812
1.1077e+06,-64.0812
1.1080e+06,-64.0812
1.1083e+06,-64.0812
1.1085e+06,-62.5781
1.1088e+06,-61.0719
1.1090e+06,-62.5781
1.1093e+06,-64.0812
1.1096e+06,-62.5781
1.1098e+06,-61.0719
1.1101e+06,-61.0719
1.1103e+06,-61.0719
1.1106e+06,-62.5781
1.1109e+06,-64.0812
1.1111e+06,-64.0812
1.1114e+06,-64.0812
1.1116e+06,-62.5781
1.1119e+06,-61.0719
1.1122e+06,-62.5781
1.1124e+06,-64.0812
1.1127e+06,-64.0812
1.1129e+06,-64.0812
1.1132e+06,-64.0812
1.1135e+06,-64.0812
1.1137e+06,-64.0812
1.1140e+06,-64.0812
1.1143e+06,-62.5781
1.1145e+06,-61.0719
1.1148e+06,-62.5781
1.1150e+06,-64.0812
1.1153e+06,-64.0812
1.1156e+06,-64.0812
1.1158e+06,-62.5781
1.1161e+06,-61.0719
1.1163e+06,-62.5781
1.1166e+06,-64.0812
1.1169e+06,-62.5781
1.1171e+06,-61.0719
1.1174e+06,-62.5781
1.1176e+06,-64.0812
1.1179e+06,-64.0812
1.1182e+06,-64.0812
1.1184e+06,-64.0812
1.1187e+06,-64.0812
1.1189e+06,-62.5781
1.1192e+06,-61.0719
1.1195e+06,-62.5781
1.1197e+06,-64.0812
1.1200e+06,-64.0812
1.1202e+06,-64.0812
1.1205e+06,-64.0812
1.1208e+06,-64.0812
1.1210e+06,-62.5781
1.1213e+06,-61.0719
1.1215e+06,-62.5781
1.1218e+06,-64.0812
1.1221e+06,-64.0812
1.1223e+06,-64.0812
1.1226e+06,-62.5781
1.1228e+06,-61.0719
1.1231e+06,-62.5781
1.1234e+06,-64.0812
1.1236e+06,-64.0812
1.1239e+06,-64.0812
1.1241e+06,-62.5781
1.1244e+06,-61.0719
1.1247e+06,-62.5781
1.1249e+06,-64.0812
1.1252e+06,-64.0812
1.1254e+06,-64.0812
1.1257e+06,-62.5781
1.1260e+06,-61.0719
1.1262e+06,-62.5781
1.1265e+06,-64.0812
1.1268e+06,-62.5781
1.1270e+06,-61.0719
1.1273e+06,-62.5781
1.1275e+06,-64.0812
1.1278e+06,-61.0719
1.1281e+06,-58.0625
1.1283e+06,-61.0719
1.1286e+06,-64.0812
1.1288e+06,-62.5781
1.1291e+06,-61.0719
1.1294e+06,-62.5781
1.1296e+06,-64.0812
1.1299e+06,-64.0812
1.1301e+06,-64.0812
1.1304e+06,-64.0812
1.1307e+06,-64.0812
1.1309e+06,-64.0812
1.1312e+06,-64.0812
1.1314e+06,-64.0812
1.1317e+06,-64.0812
1.1320e+06,-64.0812
1.1322e+06,-64.0812
1.1325e+06,-60.5875
1.1327e+06,-57.0938
1.1330e+06,-60.5875
1.1333e+06,-64.0812
1.1335e+06,-64.0812
1.1338e+06,-64.0812
1.1340e+06,-64.0812
1.1343e+06,-64.0812
1.1346e+06,-64.0812
1.1348e+06,-64.0812
1.1351e+06,-64.0812
1.1353e+06,-64.0812
1.1356e+06,-64.0812
1.1359e+06,-64.0812
1.1361e+06,-64.0812
1.1364e+06,-64.0812
1.1366e+06,-64.0812
1.1369e+06,-64.0812
1.1372e+06,-62.5781
1.1374e+06,-61.0719
1.1377e+06,-62.5781
1.1379e+06,-64.0812
1.1382e+06,-64.0812
1.1385e+06,-64.0812
1.1387e+06,-64.0812
1.1390e+06,-64.0812
1.1393e+06,-64.0812
1.1395e+06,-64.0812
1.1398e+06,-64.0812
1.1400e+06,-64.0812
1.1403e+06,-64.0812
1.1406e+06,-64.0812
1.1408e+06,-64.0812
1.1411e+06,-64.0812
1.1413e+06,-64.0812
1.1416e+06,-64.0812
1.1419e+06,-62.5781
1.1421e+06,-61.0719
1.1424e+06,-62.5781
1.1426e+06,-64.0812
1.1429e+06,-64.0812
1.1432e+06,-64.0812
1.1434e+06,-64.0812
1.1437e+06,-64.0812
1.1439e+06,-62.5781
1.1442e+06,-61.0719
1.1445e+06,-62.5781
1.1447e+06,-64.0812
1.1450e+06,-64.0812
1.1452e+06,-64.0812
1.1455e+06,-64.0812
1.1458e+06,-64.0812
1.1460e+06,-62.5781
1.1463e+06,-61.0719
1.1465e+06,-62.5781
1.1468e+06,-64.0812
1.1471e+06,-64.0812
1.1473e+06,-64.0812
1.1476e+06,-64.0812
1.1478e+06,-64.0812
1.1481e+06,-62.5781
1.1484e+06,-61.0719
1.1486e+06,-61.0719
1.1489e+06,-61.0719
1.1491e+06,-62.5781
1.1494e+06,-64.0812
1.1497e+06,-62.5781
1.1499e+06,-61.0719
1.1502e+06,-62.5781
1.1504e+06,-64.0812
1.1507e+06,-64.0812
1.1510e+06,-64.0812
1.1512e+06,-62.5781
1.1515e+06,-61.0719
1.1517e+06,-61.0719
1.1520e+06,-61.0719
1.1523e+06,-62.5781
1.1525e+06,-64.0812
1.1528e+06,-64.0812
1.1531e+06,-64.0812
1.1533e+06,-64.0812
1.1536e+06,-64.0812
1.1538e+06,-64.0812
1.1541e+06,-64.0812
1.1544e+06,-62.5781
1.1546e+06,-61.0719
1.1549e+06,-62.5781
1.1551e+06,-64.0812
1.1554e+06,-64.0812
1.1557e+06,-64.0812
1.1559e+06,-64.0812
1.1562e+06,-64.0812
1.1564e+06,-64.0812
1.1567e+06,-64.0812
1.1570e+06,-64.0812
1.1572e+06,-64.0812
1.1575e+06,-64.0812
1.1577e+06,-64.0812
1.1580e+06,-64.0812
1.1583e+06,-64.0812
1.1585e+06,-64.0812
1.1588e+06,-64.0812
1.1590e+06,-64.0812
1.1593e+06,-64.0812
1.1596e+06,-62.5781
1.1598e+06,-61.0719
1.1601e+06,-59.5688
1.1603e+06,-58.0625
1.1606e+06,-61.0719
1.1609e+06,-64.0812
1.1611e+06,-64.0812
1.1614e+06,-64.0812
1.1616e+06,-64.0812
1.1619e+06,-64.0812
1.1622e+06,-64.0812
1.1624e+06,-64.0812
1.1627e+06,-64.0812
1.1629e+06,-64.0812
1.1632e+06,-62.5781
1.1635e+06,-61.0719
1.1637e+06,-62.5781
1.1640e+06,-64.0812
1.1642e+06,-62.5781
1.1645e+06,-61.0719
1.1648e+06,-62.5781
1.1650e+06,-64.0812
1.1653e+06,-62.5781
1.1656e+06,-61.0719
1.1658e+06,-62.5781
1.1661e+06,-64.0812
1.1663e+06,-64.0812
1.1666e+06,-64.0812
1.1669e+06,-64.0812
1.1671e+06,-64.0812
1.1674e+06,-64.0812
1.1676e+06,-64.0812
1.1679e+06,-64.0812
1.1682e+06,-64.0812
1.1684e+06,-64.0812
1.1687e+06,-64.0812
1.1689e+06,-62.5781
1.1692e+06,-61.0719
1.1695e+06,-62.5781
1.1697e+06,-64.0812
1.1700e+06,-64.0812
1.1702e+06,-64.0812
1.1705e+06,-64.0812
1.1708e+06,-64.0812
1.1710e+06,-64.0812
1.1713e+06,-64.0812
1.1715e+06,-62.5781
1.1718e+06,-61.0719
1.1721e+06,-62.5781
1.1723e+06,-64.0812
1.1726e+06,-64.0812
1.1728e+06,-64.0812
1.1731e+06,-64.0812
1.1734e+06,-64.0812
1.1736e+06,-64.0812
1.1739e+06,-64.0812
1.1741e+06,-64.0812
1.1744e+06,-64.0812
1.1747e+06,-62.5781
1.1749e+06,-61.0719
1.1752e+06,-62.5781
1.1754e+06,-64.0812
1.1757e+06,-64.0812
1.1760e+06,-64.0812
1.1762e+06,-62.5781
1.1765e+06,-61.0719
1.1767e+06,-62.5781
1.1770e+06,-64.0812
1.1773e+06,-64.0812
1.1775e+06,-64.0812
1.1778e+06,-64.0812
1.1780e+06,-64.0812
1.1783e+06,-64.0812
1.1786e+06,-64.0812
1.1788e+06,-64.0812
1.1791e+06,-64.0812
1.1794e+06,-64.0812
1.1796e+06,-64.0812
1.1799e+06,-64.0812
1.1801e+06,-64.0812
1.1804e+06,-64.0812
1.1807e+06,-64.0812
1.1809e+06,-62.5781
1.1812e+06,-61.0719
1.1814e+06,-62.5781
1.1817e+06,-64.0812
1.1820e+06,-62.5781
1.1822e+06,-61.0719
1.1825e+06,-62.5781
1.1827e+06,-64.0812
1.1830e+06,-64.0812
1.1833e+06,-64.0812
1.1835e+06,-64.0812
1.1838e+06,-64.0812
1.1840e+06,-64.0812
1.1843e+06,-64.0812
1.1846e+06,-62.5781
1.1848e+06,-61.0719
1.1851e+06,-62.5781
1.1853e+06,-64.0812
1.1856e+06,-64.0812
1.1859e+06,-64.0812
1.1861e+06,-62.5781
1.1864e+06,-61.0719
1.1866e+06,-62.5781
1.1869e+06,-64.0812
1.1872e+06,-64.0812
1.1874e+06,-64.0812
1.1877e+06,-64.0812
1.1879e+06,-64.0812
1.1882e+06,-62.5781
1.1885e+06,-61.0719
1.1887e+06,-62.5781
1.1890e+06,-64.0812
1.1892e+06,-64.0812
1.1895e+06,-64.0812
1.1898e+06,-62.5781
1.1900e+06,-61.0719
1.1903e+06,-62.5781
1.1905e+06,-64.0812
1.1908e+06,-64.0812
1.1911e+06,-64.0812
1.1913e+06,-64.0812
1.1916e+06,-64.0812
1.1919e+06,-64.0812
1.1921e+06,-64.0812
1.1924e+06,-64.0812
1.1926e+06,-64.0812
1.1929e+06,-64.0812
1.1932e+06,-64.0812
1.1934e+06,-62.5781
1.1937e+06,-61.0719
1.1939e+06,-62.5781
1.1942e+06,-64.0812
1.1945e+06,-64.0812
1.1947e+06,-64.0812
1.1950e+06,-64.0812
1.1952e+06,-64.0812
1.1955e+06,-62.5781
1.1958e+06,-61.0719
1.1960e+06,-59.0844
1.1963e+06,-57.0938
1.1965e+06,-60.5875
1.1968e+06,-64.0812
1.1971e+06,-64.0812
1.1973e+06,-64.0812
1.1976e+06,-64.0812
1.1978e+06,-64.0812
1.1981e+06,-62.5781
1.1984e+06,-61.0719
1.1986e+06,-61.0719
1.1989e+06,-61.0719
1.1991e+06,-62.5781
1.1994e+06,-64.0812
1.1997e+06,-64.0812
1.1999e+06,-64.0812
1.2002e+06,-64.0812
1.2004e+06,-64.0812
1.2007e+06,-64.0812
1.2010e+06,-64.0812
1.2012e+06,-62.5781
1.2015e+06,-61.0719
1.2017e+06,-62.5781
1.2020e+06,-64.0812
1.2023e+06,-64.0812
1.2025e+06,-64.0812
1.2028e+06,-62.5781
1.2030e+06,-61.0719
1.2033e+06,-62.5781
1.2036e+06,-64.0812
1.2038e+06,-64.0812
1.2041e+06,-64.0812
1.2044e+06,-62.5781
1.2046e+06,-61.0719
1.2049e+06,-62.5781
1.2051e+06,-64.0812
1.2054e+06,-62.5781
1.2057e+06,-61.0719
1.2059e+06,-62.5781
1.2062e+06,-64.0812
1.2064e+06,-62.5781
1.2067e+06,-61.0719
1.2070e+06,-62.5781
1.2072e+06,-64.0812
1.2075e+06,-62.5781
1.2077e+06,-61.0719
1.2080e+06,-61.0719
1.2083e+06,-61.0719
1.2085e+06,-62.5781
1.2088e+06,-64.0812
1.2090e+06,-64.0812
1.2093e+06,-64.0812
1.2096e+06,-62.5781
1.2098e+06,-61.0719
1.2101e+06,-62.5781
1.2103e+06,-64.0812
1.2106e+06,-64.0812
1.2109e+06,-64.0812
1.2111e+06,-62.5781
1.2114e+06,-61.0719
1.2116e+06,-62.5781
1.2119e+06,-64.0812
1.2122e+06,-62.5781
1.2124e+06,-61.0719
1.2127e+06,-62.5781
1.2129e+06,-64.0812
1.2132e+06,-64.0812
1.2135e+06,-64.0812
1.2137e+06,-64.0812
1.2140e+06,-64.0812
1.2142e+06,-64.0812
1.2145e+06,-64.0812
1.2148e+06,-64.0812
1.2150e+06,-64.0812
1.2153e+06,-64.0812
1.2155e+06,-64.0812
1.2158e+06,-62.5781
1.2161e+06,-61.0719
1.2163e+06,-62.5781
1.2166e+06,-64.0812
1.2168e+06,-64.0812
1.2171e+06,-64.0812
1.2174e+06,-64.0812
1.2176e+06,-64.0812
1.2179e+06,-64.0812
1.2182e+06,-64.0812
1.2184e+06,-64.0812
1.2187e+06,-64.0812
1.2189e+06,-60.5875
1.2192e+06,-57.0938
1.2195e+06,-60.5875
1.2197e+06,-64.0812
1.2200e+06,-62.5781
1.2202e+06,-61.0719
1.2205e+06,-62.5781
1.2208e+06,-64.0812
1.2210e+06,-64.0812
1.2213e+06,-64.0812
1.2215e+06,-61.0719
1.2218e+06,-58.0625
1.2221e+06,-61.0719
1.2223e+06,-64.0812
1.2226e+06,-64.0812
1.2228e+06,-64.0812
1.2231e+06,-62.5781
1.2234e+06,-61.0719
1.2236e+06,-62.5781
1.2239e+06,-64.0812
1.2241e+06,-62.5781
1.2244e+06,-61.0719
1.2247e+06,-62.5781
1.2249e+06,-64.0812
1.2252e+06,-64.0812
1.2254e+06,-64.0812
1.2257e+06,-64.0812
1.2260e+06,-64.0812
1.2262e+06,-64.0812
1.2265e+06,-64.0812
1.2267e+06,-64.0812
1.2270e+06,-64.0812
1.2273e+06,-64.0812
1.2275e+06,-64.0812
1.2278e+06,-64.0812
1.2280e+06,-64.0812
1.2283e+06,-60.5875
1.2286e+06,-57.0938
1.2288e+06,-60.5875
1.2291e+06,-64.0812
1.2293e+06,-64.0812
1.2296e+06,-64.0812
1.2299e+06,-64.0812
1.2301e+06,-64.0812
1.2304e+06,-64.0812
1.2307e+06,-64.0812
1.2309e+06,-64.0812
1.2312e+06,-64.0812
1.2314e+06,-64.0812
1.2317e+06,-64.0812
1.2320e+06,-59.5688
1.2322e+06,-55.0531
1.2325e+06,-59.5688
1.2327e+06,-64.0812
1.2330e+06,-62.5781
1.2333e+06,-61.0719
1.2335e+06,-62.5781
1.2338e+06,-64.0812
1.2340e+06,-64.0812
1.2343e+06,-64.0812
1.2346e+06,-64.0812
1.2348e+06,-64.0812
1.2351e+06,-62.5781
1.2353e+06,-61.0719
1.2356e+06,-62.5781
1.2359e+06,-64.0812
1.2361e+06,-64.0812
1.2364e+06,-64.0812
1.2366e+06,-64.0812
1.2369e+06,-64.0812
1.2372e+06,-61.0719
1.2374e+06,-58.0625
1.2377e+06,-61.0719
1.2379e+06,-64.0812
1.2382e+06,-64.0812
1.2385e+06,-64.0812
1.2387e+06,-62.5781
1.2390e+06,-61.0719
1.2392e+06,-62.5781
1.2395e+06,-64.0812
1.2398e+06,-64.0812
1.2400e+06,-64.0812
1.2403e+06,-64.0812
1.2405e+06,-64.0812
1.2408e+06,-64.0812
1.2411e+06,-64.0812
1.2413e+06,-64.0812
1.2416e+06,-64.0812
1.2418e+06,-64.0812
1.2421e+06,-64.0812
1.2424e+06,-62.5781
1.2426e+06,-61.0719
1.2429e+06,-62.5781
1.2431e+06,-64.0812
1.2434e+06,-64.0812
1.2437e+06,-64.0812
1.2439e+06,-64.0812
1.2442e+06,-64.0812
1.2445e+06,-64.0812
1.2447e+06,-64.0812
1.2450e+06,-64.0812
1.2452e+06,-64.0812
1.2455e+06,-62.5781
1.2458e+06,-61.0719
1.2460e+06,-62.5781
1.2463e+06,-64.0812
1.2465e+06,-64.0812
1.2468e+06,-64.0812
1.2471e+06,-64.0812
1.2473e+06,-64.0812
1.2476e+06,-62.5781
1.2478e+06,-61.0719
1.2481e+06,-62.5781
1.2484e+06,-64.0812
1.2486e+06,-62.5781
1.2489e+06,-61.0719
1.2491e+06,-62.5781
1.2494e+06,-64.0812
1.2497e+06,-64.0812
1.2499e+06,-64.0812
1.2502e+06,-64.0812
1.2504e+06,-64.0812
1.2507e+06,-64.0812
1.2510e+06,-64.0812
1.2512e+06,-64.0812
1.2515e+06,-64.0812
1.2517e+06,-64.0812
1.2520e+06,-64.0812
1.2523e+06,-64.0812
1.2525e+06,-64.0812
1.2528e+06,-64.0812
1.2530e+06,-64.0812
1.2533e+06,-64.0812
1.2536e+06,-64.0812
1.2538e+06,-64.0812
1.2541e+06,-64.0812
1.2543e+06,-64.0812
1.2546e+06,-64.0812
1.2549e+06,-64.0812
1.2551e+06,-64.0812
1.2554e+06,-60.5875
1.2556e+06,-57.0938
1.2559e+06,-59.0844
1.2562e+06,-61.0719
1.2564e+06,-62.5781
1.2567e+06,-64.0812
1.2570e+06,-64.0812
1.2572e+06,-64.0812
1.2575e+06,-64.0812
1.2577e+06,-64.0812
1.2580e+06,-62.5781
1.2583e+06,-61.0719
1.2585e+06,-62.5781
1.2588e+06,-64.0812
1.2590e+06,-62.5781
1.2593e+06,-61.0719
1.2596e+06,-62.5781
1.2598e+06,-64.0812
1.2601e+06,-62.5781
1.2603e+06,-61.0719
1.2606e+06,-62.5781
1.2609e+06,-64.0812
1.2611e+06,-62.5781
1.2614e+06,-61.0719
1.2616e+06,-62.5781
1.2619e+06,-64.0812
1.2622e+06,-62.5781
1.2624e+06,-61.0719
1.2627e+06,-62.5781
1.2629e+06,-64.0812
1.2632e+06,-64.0812
1.2635e+06,-64.0812
1.2637e+06,-64.0812
1.2640e+06,-64.0812
1.2642e+06,-64.0812
1.2645e+06,-64.0812
1.2648e+06,-64.0812
1.2650e+06,-64.0812
1.2653e+06,-64.0812
1.2655e+06,-64.0812
1.2658e+06,-64.0812
1.2661e+06,-64.0812
1.2663e+06,-64.0812
1.2666e+06,-64.0812
1.2668e+06,-60.5875
1.2671e+06,-57.0938
1.2674e+06,-60.5875
1.2676e+06,-64.0812
1.2679e+06,-61.0719
1.2681e+06,-58.0625
1.2684e+06,-61.0719
1.2687e+06,-64.0812
1.2689e+06,-64.0812
1.2692e+06,-64.0812
1.2694e+06,-64.0812
1.2697e+06,-64.0812
1.2700e+06,-64.0812
1.2702e+06,-64.0812
1.2705e+06,-64.0812
1.2708e+06,-64.0812
1.2710e+06,-60.5875
1.2713e+06,-57.0938
1.2715e+06,-60.5875
1.2718e+06,-64.0812
1.2721e+06,-60.5875
1.2723e+06,-57.0938
1.2726e+06,-60.5875
1.2728e+06,-64.0812
1.2731e+06,-64.0812
1.2734e+06,-64.0812
1.2736e+06,-64.0812
1.2739e+06,-64.0812
1.2741e+06,-64.0812
1.2744e+06,-64.0812
